City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
321,tricase,39.9304,18.3553,55.31,85,33,3.8,IT,1650681139
322,fukue,32.6881,128.8419,64.76,100,75,2.3,JP,1650681139
323,mount gambier,-37.8333,140.7667,64.31,48,1,16.11,AU,1650681140
324,illela,13.7292,5.2975,87.4,10,6,6.51,NG,1650681140
325,rasht,37.2808,49.5832,55.22,100,75,4.61,IR,1650681141
326,klaksvik,62.2266,-6.589,40.12,78,100,17.83,FO,1650681141
327,yantal,56.8471,105.2542,37.89,49,99,3.18,RU,1650681141
328,manzanillo,20.3433,-77.1167,74.07,83,87,15.03,CU,1650681142
329,marietta,33.9526,-84.5499,71.87,69,0,4.61,US,1650681000
330,carballo,43.213,-8.691,50.54,93,100,3.44,ES,1650681142
331,oranjemund,-28.55,16.4333,55.47,92,35,13.04,NA,1650681143
332,luderitz,-26.6481,15.1594,58.41,79,0,17.0,NA,1650681143
333,ixtapa,20.7,-105.2,75.22,78,20,6.91,MX,1650681137
334,nokaneng,-19.6667,22.2667,69.57,46,100,3.22,BW,1650681144
335,salinopolis,-0.6136,-47.3561,75.65,93,100,6.89,BR,1650681144
336,caruaru,-8.2833,-35.9761,69.22,97,93,4.32,BR,1650681144
337,tautira,-17.7333,-149.15,79.3,78,82,16.82,PF,1650681145
338,port moresby,-9.4431,147.1797,76.42,100,100,11.5,PG,1650680921
339,chulman,56.8479,124.9104,27.41,74,66,5.84,RU,1650681145
340,tupik,54.4253,119.9327,33.6,50,100,7.65,RU,1650681146
341,prince rupert,54.3161,-130.3201,51.89,58,75,25.32,CA,1650681146
342,college,64.8569,-147.8028,51.78,24,75,3.44,US,1650681146
343,alofi,-19.0595,-169.9187,82.29,78,3,8.05,NU,1650681147
344,ormara,25.2088,64.6357,80.28,78,0,6.93,PK,1650681147
345,kihei,20.785,-156.4656,78.82,76,40,18.41,US,1650681147
346,port hardy,50.6996,-127.4199,51.98,66,75,4.61,CA,1650681148
347,avera,33.194,-82.5271,65.71,72,0,6.4,US,1650681148
348,molteno,-31.3968,26.3625,50.95,91,81,4.34,ZA,1650681148
349,tutoia,-2.7619,-42.2744,76.8,91,95,7.65,BR,1650681149
350,batemans bay,-35.7167,150.1833,68.92,65,35,5.03,AU,1650681149
351,yulara,-25.2406,130.9889,71.44,33,96,18.41,AU,1650681149
352,alamosa,37.4695,-105.87,39.18,70,20,26.46,US,1650681150
353,akyab,20.15,92.9,85.59,66,0,4.7,MM,1650681150
354,north platte,41.1239,-100.7654,82.29,51,100,32.21,US,1650680933
355,whitehorse,60.7161,-135.0538,43.02,48,75,10.36,CA,1650681151
356,plettenberg bay,-34.0527,23.3716,59.4,79,98,3.65,ZA,1650681151
357,karatuzskoye,53.6072,92.8667,32.56,74,100,8.25,RU,1650681152
358,malanje,-9.5402,16.341,60.85,93,71,2.24,AO,1650681152
359,mar del plata,-38.0023,-57.5575,53.62,89,75,11.99,AR,1650681003
360,shaping,22.7545,112.9565,85.95,61,44,6.24,CN,1650681152
361,juba,4.8517,31.5825,71.17,89,100,3.56,SS,1650681153
362,fallon,39.4735,-118.7774,53.47,34,75,18.41,US,1650681153
363,bayeux,-7.125,-34.9322,75.83,100,75,5.75,BR,1650681153
364,olinda,-8.0089,-34.8553,78.53,89,40,9.22,BR,1650681154
365,ribeira brava,32.65,-17.0667,62.71,72,66,11.18,PT,1650681154
366,gurupi,-11.7292,-49.0686,74.03,81,88,2.57,BR,1650680866
367,gewane,10.1664,40.6453,79.2,47,56,3.74,ET,1650681155
368,aldan,58.6031,125.3894,29.34,65,94,3.6,RU,1650681155
